reason,is_fashion,fold,category,id1,id2,target,q_new,q_llm,name1,name2,attrs1,attrs2
confident_contradiction,1,fold_02,Ювелирные изделия,541165980362,558345884873,1,0.177,0.147,"браслет из красного золота, р. 17 585gold 505008521",золото дисконт цепочка золото красное 585 пробы,"артикул производителя:4300131524; бренд:585gold; вставка:без вставки; код товара:100059699499; материал изделия:красное золото; модель:505008521; покрытие:без покрытия; пол:женский; размер:17; средний вес изделия, г:1,95; страна-производитель:россия; тип:браслет; цвет вставки:без вставки; цвет матер","артикул:324776; бренд:золото дисконт; вес товара, г:3.94; коллекция:базовая коллекция; комплектация:в комплект поставки входит: изделие, бирка, пломба, коробка; о драгоценном металле:красное золото - золото в сплаве с серебром и медью. такое золото имеет много плюсов: оно не тускнеет, прочное и долг"
confident_contradiction,1,fold_04,Одежда,498216358360,266287977616,1,0.258,0.139,футболка игра,bondugoff / футболка чикен ган,бренд в одежде и обуви:нет бренда; коллекция:весна-лето 2024; материал:хлопок; пол:мальчики; размер производителя:110-116; российский размер:116; сезон:демисезон; серия в одежде и обуви:игра; тип:футболка; тип рукава:короткий; цвет товара:светло-синий,валюта:rub; вырез горловины:округлый; декоративные элементы:принт чикен ган; комплектация:футболка 1 шт; особенности модели:дышащий материал; российский размер:146; состав:хлопок 100%; страна производства:узбекистан; тип карманов:без карманов; цвет:васильковый
confident_contradiction,1,fold_01,Галантерея и аксессуары,618475351534,601295542469,1,0.291,0.132,чехол mypads pettorale для ginzzu s4710 черный,стильная мужская барсетка / сумка на плечо / сумка на пояс/ для байкеров / для документов и телефона / многофункциональная бананка,артикул производителя:57849; бренд:mypads; водонепроницаемый:нет; код товара:100029849060; материал:пластик; прозрачный:нет; с аккумулятором:нет; с клавиатурой:нет; с рисунком:нет; совместимый бренд:ginzzu; тип:книжка; ударопрочный:нет; функция подставки:нет; цвет:черный,"бренд:maxishop; вес товара, г:130; вид принта:кожа; высота, см:13; гарантийный срок:нет; глубина, см:3.5; длина плечевого ремня, см:90; количество внешних карманов, шт:2; количество внутренних отделений:1; коллекция:базовая коллекция; комплектация:стильная мужская барсетка; материал:экокожа; материа"
confident_contradiction,1,fold_01,Одежда,670014965911,721554626212,1,0.133,0.274,футболка deep purple,"dreamshirts studio футболка dreamshirts studio, размер 7-8 лет, черный",бренд в одежде и обуви:deep purple; вид застежки:без застежки; декоративные элементы:манжеты; количество в упаковке:1; коллекция:базовая коллекция; материал:ситец; материал подкладки:дакрон; модель:вязаная; название цвета:1; пол:мужской; признак 18+:false; размер на модели:46; размер производителя:s,ворот:круглый; размер:7-8 лет; рукав:короткий; сезон:всесезон; состав:хлопок 100%; тип:футболка; цвет товара:черный
confident_contradiction,1,fold_04,Обувь,695784843112,300647788863,1,0.141,0.201,полуботинки enrico fantory,enrico fantory / ботинки,бренд в одежде и обуви:enrico fantory; вид каблука:без каблука; информация о размерах:размер в размер; коллекция:весна-лето 2022; материал:искусственная кожа; материал верха:искусственная кожа; материал стельки:искусственная кожа; пол:мужской; размер производителя:42; российский размер:42; сезон:дем,валюта:rub; комплектация:базовая коллекция; материал подошвы обуви:резина; особенности модели:обувь мужская кроссовки; российский размер:40; сезон:демисезон; страна производства:китай; цвет:темно-коричневый
confident_contradiction,1,fold_03,Обувь,781684122076,532575972954,1,0.214,0.267,bulvar / кроссовки,кроссовки bul`var,валюта:rub; комплектация:кроссовки -1 пара; материал подкладки обуви:нат. кожа; материал подошвы обуви:пу; материал стельки:флис 100%; особенности модели:удобство качество стиль; полнота обуви (eur):j (7); российский размер:41; сезон:лето; состав:натуральная кожа 100%; страна производства:россия; цв,"бренд в одежде и обуви:bul`var; вид застёжки:шнурки; внутренний материал:микрофибра; диапазон температур, °с:от 0 до +30; коллекция:базовая коллекция; материал:натуральная кожа; материал верха:натуральная кожа; материал подошвы:полиуретан; материал стельки:кожа+полиуретан; название цвета:темно-синий"
confident_contradiction,1,fold_01,Галантерея и аксессуары,790274087024,721554517883,1,0.179,0.07,dior очки солнцезащитные,polaroid / солнцезащитные очки модные,артикул:diorкругбирюзовые2; бренд:dior; коллекция:осень-зима 2023; пол:женский; тип:очки солнцезащитные; цвет товара:бирюзовый,валюта:rub; высота линзы:5 см; длина дужки:14 см; комплектация:очки; футляр; салфетка; крепление дужек:флексовое; материал линзы:пластиковые линзы; материал оправы:металл; степень защиты:1 категория (80 - 43% светопропускания); страна производства:китай; цвет:нежная мята; цвет линз:коричневый; черны
confident_contradiction,1,fold_04,Обувь,343597392553,206158496391,1,0.123,0.162,кроссовки geox,кеды geox,внутренний материал:полиэстер; материал (состав):54% полиуретан 43% натуральная кожа 3% термополиуретан подкладка: 100% текстиль (полиэстер); материал верха:натуральная кожа; материал подошвы:eva; размер:32; сезон:демисезон; страна производства:мьянма; цвет:красный,"бренд в одежде и обуви:geox; высота подошвы, см:3.5; коллекция:базовая коллекция; материал:искусственная кожа; материал верха:искусственная кожа; материал подошвы:резина; пол:мальчики; российский размер (обуви):31; сезон:демисезон; страна бренда:италия; страна-изготовитель:мьянма; цвет товара:темно-"
confident_contradiction,1,fold_02,Обувь,42949713808,678604882503,1,0.115,0.068,rammaz / весенниее ботинки fitzsimmons citylite,ботинки maneki neko,валюта:rub; вид застежки:шнуровка; высота подошвы:2 см; материал подкладки обуви:неопрен; материал подошвы обуви:eva; материал стельки:неопрен; особенности модели:формовая литая конструкция; российский размер:37; состав:неопрен; страна производства:китай; цвет:белый мрамор,бренд в одежде и обуви:maneki neko; вид застёжки:шнурки; вид каблука:без каблука; коллекция:осень-зима 2023; материал:водоросли; материал верха:полимерные материалы; материал подкладки обуви:велюр искусственный; материал подошвы обуви:резина; материал стельки:велюр; особенности модели:закрытый нос; 
confident_contradiction,1,fold_03,Одежда,644245191266,163208771477,1,0.25,0.237,"костюм nsd-style , размер 54 , синий",комплект одежды eco foff,верх:футболка; длина низа:укороченная; низ:шорты; особенности модели:с карманом; принт:абстрактный; размер:54; рукав:короткий; сезон:всесезонное; силуэт:свободный; состав:хлопок 100%; стиль:повседневный; тип ткани:кулирная гладь; цвет товара:темно-синий,бренд в одежде и обуви:eco foff; вид застежки:без застежки; коллекция:весна-лето 2023; материал:кулирная гладь; модель:полуприталенная; название цвета:фиолетовый листья; пол:женский; размер на модели:46; размер производителя:52; рисунок:анималистический; российский размер:52; рост модели на фото:170
confident_contradiction,1,fold_04,Галантерея и аксессуары,498216220940,128849113549,1,0.197,0.267,omax / наручные часы omax quartz hsj743g003,наручные часы omax quartz hsj739g013,"валюта:rub; вид стекла:минеральное стекло; высота упаковки:11 см; гарантийный срок:1 год.; длина упаковки:14 см; класс водонепроницаемости:3 bar; комплектация:наручные часы; гарантийный талон.; материал браслета:латунь; механизм часов:epson y121g; страна производства:китай; цвет:желтый, белый; ширин","браслет/ремешок:металлический сплав; бренд:omax; вес товара, г:114; водонепроницаемость:3 bar; гарантийный срок:1 год.; диаметр корпуса, мм:43; длина ремешка, мм:220; коллекция:базовая коллекция; комплектация:наручные часы; коробка omax; гарантийный талон.; материал корпуса:металлический сплав; пол:"
confident_contradiction,1,fold_04,Одежда,670014935307,85899346434,1,0.254,0.166,футболка sela,футболка sela,материал (состав):100% хлопок; размер:110; сезон:лето; страна производства:бангладеш; цвет:белый,бренд в одежде и обуви:sela; коллекция:весна-лето 2021; пол:девочки; размер производителя:98; российский размер:98; сезон:демисезон; состав материала:100% хлопок; страна-изготовитель:бангладеш; тип:футболка; тип упаковки одежды:пакет; цвет товара:синий
confident_contradiction,1,fold_04,Обувь,644245222156,438086710533,1,0.098,0.228,converse / кеды,кеды converse,валюта:rub; высота подошвы:2 см; комплектация:кеды конверсы - 1шт; материал подкладки обуви:текстиль 100 %; материал подошвы обуви:резина 100%; материал стельки:амортизирующая ortholite; российский размер:39; сезон:круглогодичный; страна производства:вьетнам; цвет:черный,бренд в одежде и обуви:converse; вид застёжки:шнурки; коллекция:базовая коллекция; материал:парусина; материал верха:замша; материал подкладки обуви:текстилен; материал подошвы обуви:резина; материал стельки:эва (вспененный полимер)+текстиль; название цвета:cv9; особенности модели:высокая модель; по
confident_contradiction,1,fold_03,Галантерея и аксессуары,515396075651,644245229089,1,0.15,0.245,noname / визитница,noname визитница,валюта:rub; высота предмета:9.6 см; комплектация:визитница - 1 шт; состав:искусственная кожа; страна производства:китай; цвет:черный; ширина предмета:6.3 см,"бренд:noname; вес товара, г:90; вид принта:без рисунка; высота, см:2; гарантийный срок:365; глубина, см:2; количество в упаковке:1; коллекция:базовая коллекция; материал:abs пластик; материал фурнитуры:abs пластик; пол:мужской; страна-изготовитель:китай; тип:визитница; упаковка:пакет бумажный; цвет "
confident_contradiction,1,fold_03,Одежда,343597462101,292057832869,1,0.157,0.236,timang / платье праздничное мини,платье max mara,валюта:rub; вид застежки:молния; декоративные элементы:эластичный пояс; материал подкладки:без подкладки; особенности модели:дышащий материал; параметры модели на фото (ог-от-об):89-62-98; размер на модели:м(44); российский размер:48-50; рост модели на фото:170 см; состав:прадо; полиэстер; страна пр,бренд в одежде и обуви:max mara; вид застежки:другое; количество в упаковке:1; коллекция:базовая коллекция; материал:полиэфирное волокно; материал подкладки:эластан; модель:платье-боди; пол:женский; размер на модели:m-l; размер производителя:s; рисунок:орнамент; российский размер:42; сезон:лето; сос
confident_contradiction,1,fold_02,Одежда,214748484758,103079315898,1,0.244,0.093,футболка albert&gloria,футболка happyfox,бренд в одежде и обуви:albert&gloria; коллекция:школа 2021; материал:хлопок; пол:мальчики; российский размер:140; сезон:на любой сезон; стиль:повседневное; страна-изготовитель:россия; тип:футболка; цвет товара:белый,материал (состав):хлопок 100%; размер:146; сезон:лето; страна производства:узбекистан; цвет:белый
confident_contradiction,1,fold_04,Одежда,292057885011,661425100718,1,0.284,0.146,"чулки компрессионные центр компресс бежевый, 2 класс компрессии, 1 шт","моночулок центр компресс 4 размер, 1 класс компрессии, 1 шт","бренд в одежде и обуви:центр компресс; инструкция по уходу:ручная стирка при температуре 35-37ºс. не применять машинную стирку. сушить не отжимая, вдали от нагревательных приборов и прямых солнечных лучей. гладить изделие не рекомендуется.; класс компрессии:2 класс компрессии; количество в упаковке:",действие:компрессионные; класс компрессии:первый (18.00 - 21.00 мм.рт.ст.); мысок:открытый; обхват щиколотки:26.00 - 29.00 см; размер:4; состав:нет данных; страна бренда:страна бренда: россия; тип:моночулок; цвет товара:кремовый
confident_contradiction,1,fold_01,Одежда,429496734251,506806199184,1,0.149,0.081,джинсы t.one symbol,defaeco / брюки вельветовые бананы мом на резинке,"бренд в одежде и обуви:t.one symbol; вид одежды:полуприталенная; вид принта:однотонный; детали:карманы; инструкция по уходу:стирать джинсы наизнанку при температуре не выше 30 градусов, не используйте стиральные порошки, в составе которых есть отбеливатель.; коллекция:весна-лето 2024; материал:хлопо",валюта:rub; вид застежки:молния; пуговица; декоративные элементы:защипы на поясе полоски рубчик бархат; комплектация:вельветовые брюки - 1 шт; особенности модели:свободные комфортные легкие зауженные укороченные штаны с завышенной талией; размер на модели:40 42 44 46 48 50; российский размер:52; рос
confident_contradiction,1,fold_01,Обувь,712964634664,60129575713,1,0.282,0.239,кроссовки nike jordan,exowaysneakers / кроссовки sb dunk low,"бренд в одежде и обуви:nike; вид застёжки:шнурки; вид каблука:без каблука; высота подошвы, см:2; информация о размерах:41 eu - стелька 26 см
42 eu -  стелька 26,5 см
43 eu -  стелька 27,5 см
44 eu -  стелька 28 см
45 eu - стелька 29 см; коллекция:весна-лето 2024; материал:breathable; материал верха:",валюта:rub; комплектация:носки; кроссовки dunk frog grey; материал подкладки обуви:текстиль; материал подошвы обуви:резина; материал стельки:текстиль; особенности модели:dunk low; полнота обуви (eur):f (6); российский размер:29; сезон:круглогодичный; демисезон; состав:искусственная кожа; страна прои
confident_contradiction,1,fold_01,Ювелирные изделия,17179963948,77309444651,1,0.135,0.246,trade_jewelry / кольцо из серебра 925 (покрытие золото 585),trade jewelry кольцо серебро 925 пробы,"валюта:rub; вставка:аквамарин; комплектация:кольцо,бирка,подарочная упаковка,пломба; минимальный вес (г):3.6 г; покрытие:серебро позолоченное; проба:серебро 925 пробы; российский размер:19; состав ювелирного изделия:серебро 925 пробы , золочение 585 пробы; страна производства:россия; цвет:золотистый","артикул:1840голубойтоп17; бренд:trade jewelry; вес товара, г:2.22; вставка:топаз; вставки дополнительные:фианит; количество камней:россыпь камней; коллекция:базовая коллекция; комплектация:подарочная упаковка, пломба, бирка, кольцо; о драгоценном металле:позолоченное серебро. декоративное покрытие т"
confident_contradiction,1,fold_01,Одежда,377957249266,377957221133,1,0.202,0.212,футболка glowpoint роблокс,printplace / футболка мем skibidi toilet скибиди туалет,"бренд в одежде и обуви:glowpoint; вид застежки:без застежки; декоративные элементы:воротник; длина изделия, см:59; количество в упаковке:1; коллекция:весна-лето 2024; материал:хлопок; материал подкладки:без подклада; модель:оверсайз; название цвета:белый-1; пол:девочки; размер на модели:34; размер п",валюта:rub; вырез горловины:округлый; декоративные элементы:skibidi toilet; комплектация:футболка 1шт; особенности модели:тренд лето 2023; российский размер:154; состав:хлопок 100%; страна производства:россия; тип карманов:без карманов; цвет:белый
confident_contradiction,1,fold_02,Одежда,68719603509,695784796160,1,0.125,0.276,angel a / куртка для осень-весна длинная,пальто пуховое aiwa,валюта:rub; вид застежки:молния; комплектация:пуховик для девочки/мальчика - 1 шт; материал подкладки:полиэстер; особенности модели:куртка для мальчика и для девочки; сезон:демисезон; состав:полиэстeр; страна производства:китай; температурный режим:от +10°с до -10°с; утеплитель:полиэфир; цвет:светлы,бренд в одежде и обуви:aiwa; вид застежки:без застежки; количество в упаковке:1; коллекция:осень-зима 2023; материал:полиэфир; материал подкладки:хлопок; модель:приталенная; пол:девочки; признак 18+:false; размер на модели:110; размер производителя:150/9-10t; рисунок:надписи; российский размер:150; 
confident_contradiction,1,fold_01,Обувь,146028917405,300647724000,1,0.219,0.245,кроссовки puma,"puma кроссовки puma, размер 40,5, белый","бренд в одежде и обуви:puma; вид застёжки:шнурки; вид каблука:без каблука; высота каблука, см:3; высота платформы, см:3; высота подошвы, см:3; информация о размерах:34ru=35eu; коллекция:весна-лето 2023; материал:вискоза; материал верха:полимерные материалы; материал подкладки обуви:нетканое волокно;","бренд:puma; материал верха:замша натуральная, кожа натуральная; материал подкладки:текстиль; материал подошвы:термопласт; материал стельки:текстиль; модель:puma 381983; размер:40,5; сезон:демисезон; цвет товара:белый"
confident_contradiction,1,fold_02,Обувь,841813601004,8590032267,1,0.217,0.075,sirius plus / полуботинки,кеды рабочие savel орион,"валюта:rub; комплектация:полуботинки 1 пара; материал подкладки обуви:текстиль; материал подошвы обуви:резина; материал стельки:дышащая; особенности модели:универсальные; российский размер:42; сезон:лето; состав:нейлон; страна производства:россия; цвет:черный, синий","бренд в одежде и обуви:savel; вид застёжки:шнурки; высота голенища, см:9; высота каблука, см:4; высота платформы, см:4; высота подошвы, см:3; длина стельки, см:28; длина стопы, см:28; информация о размерах:изготовлены по гост; коллекция:базовая коллекция; материал верха:кордура; материал подошвы:рез"
confident_contradiction,1,fold_02,Одежда,395137007054,764504251989,1,0.268,0.295,куртка pelican,куртка pelican,возрастная группа:дети 2-18 лет; размер:122; сезон:зима; страна производства:китай; цвет:желтый,бренд в одежде и обуви:pelican; коллекция:осень-зима 2020; материал подклада/внутренней отделки:флис; пол:мальчики; размер производителя:140; российский размер:134; рост:140; страна-изготовитель:китай; тип:куртка; цвет товара:оливковый
confident_contradiction,1,fold_02,Одежда,816043859978,77309462531,1,0.296,0.217,кальсоны baykar,кальсоны baykar,бренд в одежде и обуви:baykar; вид застежки:без застежки; вид одежды:утепленная модель; вид принта:однотонный; количество в упаковке:1; коллекция:осень-зима 2023; материал:эластан; материал подкладки:с начесом; название цвета:черный; пол:мальчики; размер на модели:158-164; размер производителя:11-12,материал (состав):хлопок 100%; размер:7; страна производства:турция; цвет:черный
confident_contradiction,1,fold_04,Галантерея и аксессуары,188978616103,51539711675,0,0.913,0.945,"очки солнцезащитные водительские поляризационные ""мастер к"", 4*14 см","мастер к. мастер к очки солнцезащитные водительские ""мастер к"", 4 х 14 см",артикул:2638684gc; бренд:нет бренда; коллекция:базовая коллекция; пол:мужской; тип:очки солнцезащитные,конструкция:ободковая; материал линз:пластик; материал оправы:пластик; назначение:для водителей; особенности:с защитой от уф; покрытие линз:поляризационное; пол:мужские; срок службы:1 г.; форма оправы:овальная; цвет оправы:черный
confident_contradiction,1,fold_01,Обувь,678604848001,455266633518,1,0.184,0.014,"кроссовки adidas ultraboost, размер 9, синий",кроссовки warrior,"бренд:adidas; вид спорта:бег; материал верха:текстиль; материал подкладки:текстиль; материал подошвы:резина; материал стельки:эва, текстиль; модель:ultraboost; размер:9; сезон:всесезон; технология:primeknit; цвет товара:синий; шнуровка:шнуровка",бренд в одежде и обуви:warrior; вид застёжки:шнурки; коллекция:базовая коллекция; материал:eva; материал верха:текстиль; материал подошвы обуви:пенорезина; материал стельки:эва (вспененный полимер)+текстиль; пол:мужской; размер производителя:eur40; российский размер:39; сезон:на любой сезон; спортив
confident_contradiction,1,fold_02,Галантерея и аксессуары,515396212242,60129546340,1,0.19,0.156,adidas рюкзак,adidas / сумка через плечо подростковая,"бренд:adidas; вид рюкзака:дорожный; высота, см:23; глубина, см:8; коллекция:базовая коллекция; материал:брезент; особенности конструкции сумки:воздухопроницаемая спинка; пол:мужской; размер рюкзака:маленький (до 20 л.); спортивное назначение:альпинизм; тип:рюкзак; тип застежки:без застежки; цвет тов",валюта:rub; вес товара без упаковки (г):150 г; вид застежки:молния; высота предмета:16 см; высота упаковки:3 см; глубина предмета:5 см; декоративные элементы:логотип; длина плечевого ремня:120 см; длина упаковки:16 см; карманы:внутренний на молнии; наружный сзади; количество отделений:3 шт.; комплек
confident_contradiction,1,fold_04,Обувь,566935743427,197568554269,1,0.183,0.174,туфли in-step,"in step мокасины in step, размер 46, коричневый",бренд в одежде и обуви:in-step; вид застёжки:без застёжки; внутренний материал:искусственная кожа; коллекция:базовая коллекция; материал:искусственная кожа; материал верха:искусственная кожа; материал подошвы:термопластичный эластомер; материал стельки:искусственная кожа; название цвета:черный матов,артикул:туфли ip-td01-1h; материал верха:экокожа; материал подошвы:тэп; материал стельки:синтетический материал; полнота:g; размер:46; сезон:демисезон/лето; тип:мокасины; цвет товара:темно-коричневый 2
confident_contradiction,1,fold_02,Галантерея и аксессуары,670014934347,360777349835,1,0.214,0.141,"наручные часы longines the longines master collection, серебряный, белый",longines часы наручные механические,"гарантийный срок:2 г.; диаметр корпуса:42 мм; дополнительные функции:дата; запас хода:42 ч; индикация:арабские цифры; источник энергии:пружинный механизм; класс водонепроницаемости:wr30 (брызги, дождь); материал браслета:кожа, не указан; материал корпуса:нерж. сталь; минутная стрелка:центральная; но","браслет/ремешок:сталь; бренд:longines; водонепроницаемость:100 bar; гарантийный срок:20; диаметр корпуса, мм:25; длина ремешка, мм:221; коллекция:осень-зима 2023; комплектация:1. часы
2. подарочная коробка
3. устройство для снятия ремешка
4. сертификат
5. счет-фактура
6. руководство пользователя; ма"
confident_contradiction,1,fold_04,Галантерея и аксессуары,498216291624,42949712917,0,0.959,0.916,citizen / часы citizen eco drive bm8475-26e,наручные часы citizen bm8475-26e,"валюта:rub; вид стекла:минеральное стекло; высота упаковки:20 см; гарантийный срок:2 года; диаметр корпуса:4.2 см; длина упаковки:10 см; класс водонепроницаемости:wr100 (10 atm); комплектация:коробка, инструкция, часы, гарантия; материал браслета:кожаный; механизм часов:кварцевые; особенности часов:","браслет/ремешок:натуральная кожа; бренд:citizen; водонепроницаемость:10 bar; диаметр корпуса, мм:42; коллекция:базовая коллекция; материал корпуса:нержавеющая сталь с покрытием; пол:мужской; стекло:минеральное стекло; страна-изготовитель:япония; тип:часы наручные; тип индикации:цифры + отметки; тип "
